ts_ms,best_bid,best_ask,bid_size,ask_size
1765665094343,90038.2000000000,90038.3000000000,10.599000,0.674000
1765665094422,90038.2000000000,90038.3000000000,10.598000,0.674000
1765665094463,90038.2000000000,90038.3000000000,10.588000,0.674000
1765665094502,90038.2000000000,90038.3000000000,10.589000,0.674000
1765665094612,90038.2000000000,90038.3000000000,10.599000,0.674000
1765665095752,90038.2000000000,90038.3000000000,10.599000,0.666000
1765665095912,90038.2000000000,90038.3000000000,10.599000,0.661000
1765665097352,90038.2000000000,90038.3000000000,10.609000,0.661000
1765665098092,90038.2000000000,90038.3000000000,10.599000,0.661000
1765665098232,90038.2000000000,90038.3000000000,10.609000,0.661000
1765665098343,90038.2000000000,90038.3000000000,10.604000,0.661000
1765665098372,90038.2000000000,90038.3000000000,10.609000,0.661000
1765665098652,90038.2000000000,90038.3000000000,10.609000,0.626000
1765665098662,90038.2000000000,90038.3000000000,10.609000,0.601000
1765665098942,90038.2000000000,90038.3000000000,10.604000,0.601000
1765665098952,90038.2000000000,90038.3000000000,10.609000,0.601000
1765665099043,90038.2000000000,90038.3000000000,10.604000,0.601000
1765665099132,90038.2000000000,90038.3000000000,10.603000,0.601000
1765665099212,90038.2000000000,90038.3000000000,10.604000,0.601000
1765665100162,90038.2000000000,90038.3000000000,10.604000,0.101000
1765665100262,90042.2000000000,90043.1000000000,0.122000,0.002000
1765665100272,90048.3000000000,90048.4000000000,1.860000,0.766000
1765665100283,90048.3000000000,90048.4000000000,2.356000,1.602000
1765665100292,90048.3000000000,90048.4000000000,2.380000,1.602000
1765665100307,90048.3000000000,90048.4000000000,1.365000,1.666000
1765665100323,90048.3000000000,90048.4000000000,1.363000,1.666000
1765665100343,90048.3000000000,90048.4000000000,5.255000,1.602000
1765665100352,90048.3000000000,90048.4000000000,7.453000,1.602000
1765665100372,90048.3000000000,90048.4000000000,7.469000,1.602000
1765665100382,90048.3000000000,90048.4000000000,7.473000,1.602000
1765665100392,90048.3000000000,90048.4000000000,5.275000,1.602000
1765665100403,90048.3000000000,90048.4000000000,7.473000,1.602000
1765665100412,90048.3000000000,90048.4000000000,7.697000,1.602000
1765665100462,90048.3000000000,90048.4000000000,7.707000,1.602000
1765665100472,90048.3000000000,90048.4000000000,7.697000,1.602000
1765665100482,90048.3000000000,90048.4000000000,7.582000,1.602000
1765665100552,90048.3000000000,90048.4000000000,7.423000,1.602000
1765665100563,90048.3000000000,90048.4000000000,7.423000,1.668000
1765665100692,90048.3000000000,90048.4000000000,7.433000,1.668000
1765665100702,90048.3000000000,90048.4000000000,7.245000,1.604000
1765665100723,90048.3000000000,90048.4000000000,7.247000,1.604000
1765665101023,90048.3000000000,90048.4000000000,7.247000,1.777000
1765665101142,90048.3000000000,90048.4000000000,7.247000,1.666000
1765665101152,90048.3000000000,90048.4000000000,7.247000,0.955000
1765665101163,90048.3000000000,90048.4000000000,7.247000,0.999000
1765665101322,90048.3000000000,90048.4000000000,7.247000,1.371000
1765665101742,90048.3000000000,90048.4000000000,7.237000,1.371000
1765665101753,90048.3000000000,90048.4000000000,7.235000,1.371000
1765665101853,90048.3000000000,90048.4000000000,7.247000,1.371000
1765665101943,90048.3000000000,90048.4000000000,7.247000,1.429000
1765665102032,90048.3000000000,90048.4000000000,7.247000,1.256000
1765665102092,90048.3000000000,90048.4000000000,7.245000,1.256000
1765665102103,90048.3000000000,90048.4000000000,7.233000,1.256000
1765665102233,90048.3000000000,90048.4000000000,7.244000,1.256000
1765665102682,90048.3000000000,90048.4000000000,7.133000,1.256000
1765665102732,90048.3000000000,90048.4000000000,7.182000,1.256000
1765665102763,90048.3000000000,90048.4000000000,7.171000,1.367000
1765665102782,90048.3000000000,90048.4000000000,7.171000,1.366000
1765665102792,90048.3000000000,90048.4000000000,7.171000,1.367000
1765665102813,90048.3000000000,90048.4000000000,7.171000,1.368000
1765665102852,90048.3000000000,90048.4000000000,7.171000,1.479000
1765665102905,90048.3000000000,90048.4000000000,7.233000,1.479000
1765665102943,90048.3000000000,90048.4000000000,7.244000,1.479000
1765665103122,90048.3000000000,90048.4000000000,7.308000,0.951000
1765665103132,90048.3000000000,90048.4000000000,7.308000,0.950000
1765665103142,90048.3000000000,90048.4000000000,7.308000,0.948000
1765665103462,90048.3000000000,90048.4000000000,7.310000,0.948000
1765665104512,90048.3000000000,90048.4000000000,7.421000,0.948000
1765665104732,90048.3000000000,90048.4000000000,7.421000,1.384000
1765665104743,90048.3000000000,90048.4000000000,7.346000,1.384000
1765665104812,90048.3000000000,90048.4000000000,7.347000,1.384000
1765665104873,90048.3000000000,90048.4000000000,7.357000,1.384000
1765665104893,90048.3000000000,90048.4000000000,7.347000,1.384000
1765665104907,90048.3000000000,90048.4000000000,6.382000,3.390000
1765665104913,90048.3000000000,90048.4000000000,6.396000,3.390000
1765665104932,90048.3000000000,90048.4000000000,6.396000,3.391000
1765665104943,90048.3000000000,90048.4000000000,6.394000,3.391000
1765665104953,90048.3000000000,90048.4000000000,6.416000,3.391000
1765665104962,90048.3000000000,90048.4000000000,6.282000,3.391000
1765665105033,90048.3000000000,90048.4000000000,6.292000,3.391000
1765665105093,90048.3000000000,90048.4000000000,6.356000,3.391000
1765665105253,90048.3000000000,90048.4000000000,6.405000,3.391000
1765665105273,90048.3000000000,90048.4000000000,6.406000,3.391000
1765665105493,90048.3000000000,90048.4000000000,6.458000,3.391000
1765665105672,90048.3000000000,90048.4000000000,6.468000,3.391000
1765665106142,90048.3000000000,90048.4000000000,6.579000,3.391000
1765665106403,90048.3000000000,90048.4000000000,6.569000,3.391000
1765665106622,90048.3000000000,90048.4000000000,6.505000,3.391000
1765665107362,90048.3000000000,90048.4000000000,6.495000,3.391000
1765665107493,90048.3000000000,90048.4000000000,6.505000,3.391000
1765665107742,90048.3000000000,90048.4000000000,6.495000,3.391000
1765665107752,90048.3000000000,90048.4000000000,6.515000,3.391000
1765665107873,90048.3000000000,90048.4000000000,6.525000,3.391000
1765665108013,90048.3000000000,90048.4000000000,6.525000,3.396000
1765665108043,90048.3000000000,90048.4000000000,6.525000,3.391000
1765665108083,90048.3000000000,90048.4000000000,6.525000,3.396000
1765665108203,90048.3000000000,90048.4000000000,6.505000,3.396000
1765665108372,90048.3000000000,90048.4000000000,6.518000,3.396000
1765665108422,90048.3000000000,90048.4000000000,6.518000,3.391000
1765665108433,90048.3000000000,90048.4000000000,6.518000,3.396000
1765665108472,90048.3000000000,90048.4000000000,6.518000,3.391000
1765665109132,90048.3000000000,90048.4000000000,6.505000,3.391000
1765665109213,90048.3000000000,90048.4000000000,6.504000,3.391000
1765665109263,90048.3000000000,90048.4000000000,6.514000,3.391000
1765665109283,90048.3000000000,90048.4000000000,6.514000,3.396000
1765665109293,90048.3000000000,90048.4000000000,6.515000,3.396000
1765665109342,90048.3000000000,90048.4000000000,6.515000,3.391000
1765665109643,90048.3000000000,90048.4000000000,6.505000,3.391000
1765665109803,90048.3000000000,90048.4000000000,6.485000,3.391000
1765665109813,90048.3000000000,90048.4000000000,6.495000,3.391000
1765665110062,90048.3000000000,90048.4000000000,6.485000,3.391000
1765665110202,90048.3000000000,90048.4000000000,6.497000,3.391000
1765665110352,90048.3000000000,90048.4000000000,6.517000,3.391000
1765665110372,90048.3000000000,90048.4000000000,6.517000,2.785000
1765665110382,90048.3000000000,90048.4000000000,6.517000,1.971000
1765665110622,90048.3000000000,90048.4000000000,6.519000,1.971000
1765665110742,90048.3000000000,90048.4000000000,6.507000,1.971000
1765665110832,90048.3000000000,90048.4000000000,6.627000,1.971000
1765665110983,90048.3000000000,90048.4000000000,6.637000,1.971000
1765665111082,90048.3000000000,90048.4000000000,4.316000,2.359000
1765665111093,90048.3000000000,90048.4000000000,6.514000,2.364000
1765665111113,90048.3000000000,90048.4000000000,6.514000,2.359000
1765665111183,90048.3000000000,90048.4000000000,6.436000,2.359000
1765665111333,90048.3000000000,90048.4000000000,6.446000,2.359000
1765665111382,90048.3000000000,90048.4000000000,6.557000,2.359000
1765665111503,90048.3000000000,90048.4000000000,6.559000,2.359000
1765665111832,90048.3000000000,90048.4000000000,6.448000,2.360000
1765665111842,90048.3000000000,90048.4000000000,6.448000,1.797000
1765665111853,90048.3000000000,90048.4000000000,6.438000,1.797000
1765665111982,90048.3000000000,90048.4000000000,6.448000,1.797000
1765665112004,90048.3000000000,90048.4000000000,6.448000,1.425000
1765665112013,90048.3000000000,90048.4000000000,6.448000,1.314000
1765665112043,90048.3000000000,90048.4000000000,6.559000,1.314000
1765665112143,90048.3000000000,90048.4000000000,6.561000,1.314000
1765665112592,90048.3000000000,90048.4000000000,6.561000,1.300000
1765665112603,90048.3000000000,90048.4000000000,6.561000,1.314000
1765665112833,90048.3000000000,90048.4000000000,6.499000,1.308000
1765665112912,90048.3000000000,90048.4000000000,6.500000,1.308000
1765665112943,90048.3000000000,90048.4000000000,6.562000,1.308000
1765665113743,90048.3000000000,90048.4000000000,6.552000,1.308000
1765665113883,90048.3000000000,90048.4000000000,6.563000,1.308000
1765665115332,90048.3000000000,90048.4000000000,6.552000,1.308000
1765665115413,90048.3000000000,90048.4000000000,6.551000,1.308000
1765665115504,90048.3000000000,90048.4000000000,6.562000,1.308000
1765665116473,90048.3000000000,90048.4000000000,6.562000,1.680000
1765665116482,90048.3000000000,90048.4000000000,6.562000,1.744000
1765665116592,90048.3000000000,90048.4000000000,6.562000,1.754000
1765665116742,90048.3000000000,90048.4000000000,6.552000,1.690000
1765665116873,90048.3000000000,90048.4000000000,6.564000,1.690000
1765665118073,90048.3000000000,90048.4000000000,6.567000,1.690000
1765665118552,90048.3000000000,90048.4000000000,6.567000,1.734000
1765665118562,90048.3000000000,90048.4000000000,6.456000,2.676000
1765665118573,90048.3000000000,90048.4000000000,6.454000,2.676000
1765665118692,90048.3000000000,90048.4000000000,6.454000,1.985000
1765665118993,90048.3000000000,90048.4000000000,6.503000,1.985000
1765665119203,90048.3000000000,90048.4000000000,6.549000,1.985000
1765665119363,90048.3000000000,90048.4000000000,6.549000,1.983000
1765665119443,90048.3000000000,90048.4000000000,6.549000,2.047000
1765665119473,90048.3000000000,90048.4000000000,6.549000,2.393000
1765665119502,90048.3000000000,90048.4000000000,5.143000,2.606000
1765665119512,90048.3000000000,90048.4000000000,3.992000,2.717000
1765665119523,90048.3000000000,90048.4000000000,4.006000,2.798000
1765665119532,90048.3000000000,90048.4000000000,4.006000,2.803000
1765665119542,90048.3000000000,90048.4000000000,4.378000,2.798000
1765665119572,90048.3000000000,90048.4000000000,2.180000,2.798000
1765665119582,90048.3000000000,90048.4000000000,2.180000,2.803000
1765665119663,90048.3000000000,90048.4000000000,2.083000,2.803000
1765665119672,90048.3000000000,90048.4000000000,1.333000,2.803000
1765665119702,90048.3000000000,90048.4000000000,0.743000,2.803000
1765665119772,90048.3000000000,90048.4000000000,0.303000,2.803000
1765665119783,90048.3000000000,90048.4000000000,0.646000,2.803000
1765665119842,90048.3000000000,90048.4000000000,0.634000,2.803000
1765665119852,90048.3000000000,90048.4000000000,0.973000,2.803000
1765665119862,90048.3000000000,90048.4000000000,0.973000,2.798000
1765665119892,90048.3000000000,90048.4000000000,0.634000,2.798000
1765665120023,90048.3000000000,90048.4000000000,0.645000,2.798000
1765665120032,90048.3000000000,90048.4000000000,0.984000,2.798000
1765665120042,90048.3000000000,90048.4000000000,1.356000,2.798000
1765665120102,90048.3000000000,90048.4000000000,1.355000,2.798000
1765665120183,90048.3000000000,90048.4000000000,1.356000,2.798000
1765665120233,90048.3000000000,90048.4000000000,1.356000,2.803000
1765665120333,90048.3000000000,90048.4000000000,1.356000,2.798000
1765665120372,90048.3000000000,90048.4000000000,1.941000,2.798000
1765665120382,90048.3000000000,90048.4000000000,1.941000,2.718000
1765665120392,90048.3000000000,90048.4000000000,1.942000,2.718000
1765665120404,90048.3000000000,90048.4000000000,2.006000,2.710000
1765665120443,90048.3000000000,90048.4000000000,1.861000,2.710000
1765665120453,90048.3000000000,90048.4000000000,1.941000,2.710000
1765665120483,90048.3000000000,90048.4000000000,2.073000,2.710000
1765665120592,90048.3000000000,90048.4000000000,2.389000,2.710000
1765665120604,90048.3000000000,90048.4000000000,2.309000,2.710000
1765665120613,90048.3000000000,90048.4000000000,2.389000,2.710000
1765665120633,90048.3000000000,90048.4000000000,2.397000,2.710000
1765665120722,90048.3000000000,90048.4000000000,2.397000,2.709000
1765665120732,90048.3000000000,90048.4000000000,2.381000,2.709000
1765665120743,90048.3000000000,90048.4000000000,2.534000,2.709000
1765665120892,90048.3000000000,90048.4000000000,2.544000,2.709000
1765665120932,90048.3000000000,90048.4000000000,2.608000,2.645000
1765665121072,90048.3000000000,90048.4000000000,2.698000,2.231000
1765665121082,90048.3000000000,90048.4000000000,4.897000,2.231000
1765665121132,90048.3000000000,90048.4000000000,2.699000,2.231000
1765665121143,90048.3000000000,90048.4000000000,4.833000,2.295000
1765665121223,90048.3000000000,90048.4000000000,4.833000,2.473000
1765665121303,90048.3000000000,90048.4000000000,4.823000,2.473000
1765665121352,90048.3000000000,90048.4000000000,4.823000,2.504000
1765665121392,90048.3000000000,90048.4000000000,3.437000,2.592000
1765665121402,90048.3000000000,90048.4000000000,2.940000,2.592000
1765665121412,90048.3000000000,90048.4000000000,0.983000,2.597000
1765665121422,90048.3000000000,90048.4000000000,1.488000,2.597000
1765665121442,90048.3000000000,90048.4000000000,0.777000,2.597000
1765665121452,90048.3000000000,90048.4000000000,1.126000,2.597000
1765665121462,90048.3000000000,90048.4000000000,1.159000,2.597000
1765665121472,90048.3000000000,90048.4000000000,0.964000,2.598000
1765665121482,90048.3000000000,90048.4000000000,0.625000,2.597000
1765665121492,90048.3000000000,90048.4000000000,0.964000,2.597000
1765665121504,90048.3000000000,90048.4000000000,0.997000,2.597000
1765665121522,90048.3000000000,90048.4000000000,1.019000,2.597000
1765665121532,90048.3000000000,90048.4000000000,0.625000,2.597000
1765665121542,90048.3000000000,90048.4000000000,0.282000,2.597000
1765665121552,90048.3000000000,90048.4000000000,0.282000,2.598000
1765665121572,90048.3000000000,90048.4000000000,0.282000,2.597000
1765665121722,90048.3000000000,90048.4000000000,0.282000,2.592000
1765665121732,90048.3000000000,90048.4000000000,0.268000,2.592000
1765665121742,90048.3000000000,90048.4000000000,0.282000,2.592000
1765665121792,90048.3000000000,90048.4000000000,0.282000,2.597000
1765665121803,90048.3000000000,90048.4000000000,0.268000,2.597000
1765665121832,90048.3000000000,90048.4000000000,0.268000,2.948000
1765665122752,90048.3000000000,90048.4000000000,0.258000,2.948000
1765665123052,90048.3000000000,90048.4000000000,0.268000,2.948000
1765665123062,90048.3000000000,90048.4000000000,0.268000,2.943000
1765665123072,90048.3000000000,90048.4000000000,0.268000,2.948000
1765665123082,90048.3000000000,90048.4000000000,0.268000,2.943000
1765665123112,90048.3000000000,90048.4000000000,0.268000,2.948000
1765665123182,90048.3000000000,90048.4000000000,0.282000,2.948000
1765665123662,90048.3000000000,90048.4000000000,0.272000,2.948000
1765665124103,90048.3000000000,90048.4000000000,0.272000,2.943000
1765665124322,90048.3000000000,90048.4000000000,0.258000,2.943000
1765665124332,90048.3000000000,90048.4000000000,0.294000,2.943000
1765665124342,90048.3000000000,90048.4000000000,0.272000,2.943000
1765665124392,90048.3000000000,90048.4000000000,0.272000,2.938000
1765665124404,90048.3000000000,90048.4000000000,0.272000,2.943000
1765665124702,90048.3000000000,90048.4000000000,0.258000,2.943000
1765665124782,90048.3000000000,90048.4000000000,0.258000,2.592000
1765665124793,90048.3000000000,90048.4000000000,0.258000,2.899000
1765665124812,90048.3000000000,90048.4000000000,0.272000,2.899000
1765665124932,90048.3000000000,90048.4000000000,0.258000,2.899000
1765665124952,90048.3000000000,90048.4000000000,0.272000,2.899000
1765665124962,90048.3000000000,90048.4000000000,0.294000,2.900000
1765665124982,90048.3000000000,90048.4000000000,0.272000,2.899000
1765665125022,90048.3000000000,90048.4000000000,0.294000,2.899000
1765665125032,90048.3000000000,90048.4000000000,0.272000,2.899000
1765665125062,90048.3000000000,90048.4000000000,0.271000,2.899000
1765665125103,90048.3000000000,90048.4000000000,0.256000,2.899000
1765665125142,90048.3000000000,90048.4000000000,0.279000,2.899000
1765665125152,90048.3000000000,90048.4000000000,0.257000,2.899000
1765665125162,90048.3000000000,90048.4000000000,0.279000,2.899000
1765665125172,90048.3000000000,90048.4000000000,0.271000,2.899000
1765665125282,90048.3000000000,90048.4000000000,0.257000,2.899000
1765665125292,90048.3000000000,90048.4000000000,0.257000,2.894000
1765665125303,90048.3000000000,90048.4000000000,0.271000,2.894000
1765665125382,90048.3000000000,90048.4000000000,0.257000,2.899000
1765665125392,90048.3000000000,90048.4000000000,0.293000,2.899000
1765665125402,90048.3000000000,90048.4000000000,0.293000,2.894000
1765665125412,90048.3000000000,90048.4000000000,0.271000,2.894000
1765665125652,90048.3000000000,90048.4000000000,0.410000,2.894000
1765665125732,90048.3000000000,90048.4000000000,0.432000,2.899000
1765665125742,90048.3000000000,90048.4000000000,0.271000,2.899000
1765665126052,90048.3000000000,90048.4000000000,0.257000,2.899000
1765665126203,90048.3000000000,90048.4000000000,0.293000,2.899000
1765665126212,90048.3000000000,90048.4000000000,0.410000,2.900000
1765665126222,90048.3000000000,90048.4000000000,0.432000,2.900000
1765665126232,90048.3000000000,90048.4000000000,0.410000,2.900000
1765665126252,90048.3000000000,90048.4000000000,0.410000,2.899000
1765665126263,90048.3000000000,90048.4000000000,0.410000,2.900000
1765665126272,90048.3000000000,90048.4000000000,0.410000,2.899000
1765665126282,90048.3000000000,90048.4000000000,0.410000,2.900000
1765665126292,90048.3000000000,90048.4000000000,0.432000,2.899000
1765665126303,90048.3000000000,90048.4000000000,0.410000,2.900000
1765665126312,90048.3000000000,90048.4000000000,0.410000,2.850000
1765665126422,90048.3000000000,90048.4000000000,0.261000,2.850000
1765665126552,90048.3000000000,90048.4000000000,0.400000,2.850000
1765665126562,90048.3000000000,90048.4000000000,1.534000,2.842000
1765665126572,90048.3000000000,90048.4000000000,1.534000,2.837000
1765665126582,90048.3000000000,90048.4000000000,2.564000,2.773000
1765665126593,90048.3000000000,90048.4000000000,2.565000,2.817000
1765665126602,90048.3000000000,90048.4000000000,2.575000,2.817000
1765665126663,90048.3000000000,90048.4000000000,2.485000,2.817000
1765665126842,90048.3000000000,90048.4000000000,1.980000,2.817000
1765665127153,90048.3000000000,90048.4000000000,1.979000,2.817000
1765665127183,90048.3000000000,90048.4000000000,1.811000,2.817000
1765665127312,90048.3000000000,90048.4000000000,1.801000,2.817000
1765665127492,90048.3000000000,90048.4000000000,1.811000,2.817000
1765665127543,90048.3000000000,90048.4000000000,1.801000,2.817000
1765665127693,90048.3000000000,90048.4000000000,1.811000,2.817000
1765665128003,90048.3000000000,90048.4000000000,1.811000,2.800000
1765665128502,90048.3000000000,90048.4000000000,1.811000,2.700000
1765665128753,90048.3000000000,90048.4000000000,1.801000,2.700000
1765665128905,90048.3000000000,90048.4000000000,1.647000,2.700000
1765665128912,90048.3000000000,90048.4000000000,1.647000,2.701000
1765665128922,90048.3000000000,90048.4000000000,1.647000,2.700000
1765665128972,90048.3000000000,90048.4000000000,1.657000,2.700000
1765665129023,90048.3000000000,90048.4000000000,1.667000,2.700000
1765665129102,90048.3000000000,90048.4000000000,2.172000,2.700000
1765665129112,90048.3000000000,90048.4000000000,2.253000,2.700000
1765665129212,90048.3000000000,90048.4000000000,2.234000,2.700000
1765665129222,90048.3000000000,90048.4000000000,2.233000,2.700000
1765665129352,90048.3000000000,90048.4000000000,2.263000,2.656000
1765665129363,90048.3000000000,90048.4000000000,2.243000,2.656000
1765665129372,90048.3000000000,90048.4000000000,2.243000,2.700000
1765665129443,90048.3000000000,90048.4000000000,2.233000,2.700000
1765665129552,90048.3000000000,90048.4000000000,2.491000,2.620000
1765665129582,90048.3000000000,90048.4000000000,2.501000,2.620000
1765665129782,90048.3000000000,90048.4000000000,2.501000,2.576000
1765665129903,90048.3000000000,90048.4000000000,2.501000,2.620000
1765665130103,90048.3000000000,90048.4000000000,2.491000,2.620000
1765665130113,90048.3000000000,90048.4000000000,2.491000,2.576000
1765665130182,90048.3000000000,90048.4000000000,2.490000,2.576000
1765665130223,90048.3000000000,90048.4000000000,2.526000,2.576000
1765665130263,90048.3000000000,90048.4000000000,2.527000,2.576000
1765665130404,90048.3000000000,90048.4000000000,2.538000,2.576000
1765665130413,90048.3000000000,90048.4000000000,2.602000,2.576000
1765665130613,90048.3000000000,90048.4000000000,2.538000,2.576000
1765665130883,90048.3000000000,90048.4000000000,2.558000,2.576000
1765665130892,90048.3000000000,90048.4000000000,2.550000,2.576000
1765665130906,90048.3000000000,90048.4000000000,2.562000,2.576000
1765665131053,90048.3000000000,90048.4000000000,2.562000,2.398000
1765665131092,90048.3000000000,90048.4000000000,2.562000,2.287000
1765665131122,90048.3000000000,90048.4000000000,2.562000,1.914000
1765665131132,90048.3000000000,90048.4000000000,2.562000,1.868000
1765665131152,90048.3000000000,90048.4000000000,2.562000,1.757000
1765665131203,90048.3000000000,90048.4000000000,2.562000,1.462000
1765665131233,90048.3000000000,90048.4000000000,2.551000,1.462000
1765665131252,90048.3000000000,90048.4000000000,2.551000,0.977000
1765665131262,90048.3000000000,90048.4000000000,2.551000,0.991000
1765665131272,90048.3000000000,90048.4000000000,4.749000,0.991000
1765665131283,90048.3000000000,90048.4000000000,4.749000,0.684000
1765665131292,90048.3000000000,90048.4000000000,4.915000,0.987000
1765665131302,90048.3000000000,90048.4000000000,4.749000,0.987000
1765665131312,90048.3000000000,90048.4000000000,4.749000,1.031000
1765665131393,90048.3000000000,90048.4000000000,4.759000,1.031000
1765665131403,90048.3000000000,90048.4000000000,4.759000,1.403000
