latency_ms
11.7555
11.4774
10.7216
10.5487
11.1178
10.3363
11.8157
10.3474
11.2587
10.8255
22.0213
10.8629
11.3355
10.9225
11.2836
11.5517
11.7363
10.3844
21.7053
10.273
11.2954
11.7811
11.0843
21.9765
11.0781
10.7286
22.008
11.4108
11.1546
11.2644
11.1074
10.85
10.5862
10.3059
11.2361
11.3133
10.8745
10.3512
10.6858
11.3784
11.6903
10.9356
10.9199
10.9097
10.2437
11.2472
11.4821
10.2342
21.6104
11.813
