order_id,ts_ms,seq,status,side,liquidity,src,reason,vwap,filled_qty,unfilled_qty,fee,fee_bps,gross,net,exec_cost_ticks_signed,mid,best,spread_paid_ticks,slip_ticks,target_notional,filled_notional,crossing,levels_crossed,adv_ticks,queue_time_ms,adv_selection_ticks
6,1766322157139,501952995486,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,120,-0
8,1766322157139,501952995486,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,20,-0
10,1766322157199,501952995804,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,20,-0
1,1766322157319,501952996055,filled,BUY,MAKER,MAKER,None,88633.3,0.002,0,0.04,2.25648825,-0.0005,-0.0405,0.5,88633.25,88633.3,0.5,0,0,177.2666,0,1,2,540,0
3,1766322157319,501952996055,filled,BUY,MAKER,MAKER,None,88633.3,0.002,0,0.04,2.25648825,-0.0007,-0.0407,0.5,88633.25,88633.3,0.5,0,0,177.2666,0,1,2,500,0
5,1766322157319,501952996055,filled,BUY,MAKER,MAKER,None,88633.3,0.002,0,0.04,2.25648825,-0.0001,-0.0401,0.5,88633.25,88633.3,0.5,0,0,177.2666,0,1,2,380,0
7,1766322157319,501952996055,filled,BUY,MAKER,MAKER,None,88633.3,0.002,0,0.04,2.25648825,-0.0001,-0.0401,0.5,88633.25,88633.3,0.5,0,0,177.2666,0,1,2,280,0
9,1766322157319,501952996055,filled,BUY,MAKER,MAKER,None,88633.3,0.002,0,0.04,2.25648825,-0.0001,-0.0401,0.5,88633.25,88633.3,0.5,0,0,177.2666,0,1,2,180,0
11,1766322157319,501952996055,filled,BUY,MAKER,MAKER,None,88633.3,0.002,0,0.04,2.25648825,-0.0001,-0.0401,0.5,88633.25,88633.3,0.5,0,0,177.2666,0,1,2,120,0
13,1766322157319,501952996055,filled,BUY,MAKER,MAKER,None,88633.3,0.002,0,0.04,2.25648825,-0.0001,-0.0401,0.5,88633.25,88633.3,0.5,0,0,177.2666,0,1,2,79,0
15,1766322157319,501952996055,filled,BUY,MAKER,MAKER,None,88633.3,0.002,0,0.04,2.25648825,-0.0001,-0.0401,0.5,88633.25,88633.3,0.5,0,0,177.2666,0,1,2,20,0
12,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0007,-0.0407,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,1460,-0
14,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0008,-0.0408,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,1400,-0
16,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0009666666667,-0.04096666667,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,1360,-0
18,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0013,-0.0413,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,1300,-0
20,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,1240,-0
22,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,1040,-0
24,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,1000,-0
26,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,920,-0
28,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,780,-0
30,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,720,-0
32,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,620,-0
34,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,539,-0
36,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,459,-0
38,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,360,-0
40,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,300,-0
42,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,220,-0
44,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,179,-0
46,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000004,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,120,-0
48,1766322158679,501952997805,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,40,-0
50,1766322158939,501952998216,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,220,-0
52,1766322158939,501952998216,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,160,-0
54,1766322158939,501952998216,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,40,-0
56,1766322159620,501952998851,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000006,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,661,-0
58,1766322159620,501952998851,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000006,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,541,-0
60,1766322159620,501952998851,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,481,-0
62,1766322159620,501952998851,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,380,-0
64,1766322159620,501952998851,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,301,-0
66,1766322159620,501952998851,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,261,-0
68,1766322159620,501952998851,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0002999999994,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,161,-0
70,1766322159620,501952998851,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,81,-0
72,1766322159699,501952999217,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,40,-0
74,1766322159779,501952999283,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,80,-0
76,1766322159779,501952999283,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,39,-0
78,1766322159959,501952999380,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,159,-0
80,1766322159959,501952999380,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000009,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,99,-0
82,1766322159959,501952999380,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,40,-0
84,1766322160659,501953000224,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,680,-0
86,1766322160659,501953000224,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,580,-0
88,1766322160659,501953000224,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,440,-0
90,1766322160659,501953000224,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,380,-0
92,1766322160659,501953000224,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,280,-0
94,1766322160659,501953000224,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,240,-0
96,1766322160659,501953000224,filled,SELL,MAKER,MAKER,None,88633.1,0.002,0,0.04,2.256493342,-0.0003000000001,-0.0403,1.5,88633.25,88633.2,1.5,0,0,177.2662,0,1,2,40,-0
